"Spectra_Name","Location","Instrument","Species_Code","Genus","Species","Canopy_position","PLSR_LeafAge_days","Measurement_Date","Red","Blue","Far_Red"
"BNL12098","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"68.943231140523","20170221",0.829395280330484,0.949151892288704,0.141939898647615
"BNL12099","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"294.967880102593","20170221",0.95171569186721,0.95924732954316,0.291178101403794
"BNL12100","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"79.365990061309","20170222",0.901128680173016,0.955934156916604,0.179810929378603
"BNL12101","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum","sunlit","67.1179277169077","20170221",0.82886513453362,0.947868282857504,0.134901190608355
"BNL12102","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis","sunlit","157.105969594233","20170221",0.93368666197685,0.958110133154013,0.272170199888274
"BNL12103","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum","sunlit","100.207140817341","20170221",0.918779713207436,0.957653707420181,0.199980322283569
"BNL12104","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis","sunlit","166.67430053702","20170221",0.936951703146295,0.958239496633573,0.257770225870433
"BNL12105","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","30.5741562879723","20170221",0.847500447201542,0.954020734642594,0.143933077138209
"BNL12106","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum","sunlit","127.686786119424","20170221",0.929342677546732,0.958638458359626,0.216609254579446
"BNL12107","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis","sunlit","127.404930559079","20170221",0.931908682807093,0.957888445774603,0.239169460783368
"BNL12108","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum","sunlit","124.794736899565","20170221",0.934901860635128,0.958817425252881,0.214958016491233
"BNL12109","PA-SLZ","HR-2014i",NA,NA,NA,"sunlit","62.8281435233487","20170222",0.877599864161436,0.955302752997756,0.220387997816929
"BNL12110","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis","sunlit","206.218384780479","20170221",0.930750483771377,0.958133927940947,0.25417888424748
"BNL12111","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"43.9901769655626","20170222",0.911103222260838,0.957514043412745,0.201927691240141
"BNL12112","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"333.231860686453","20170222",0.957643316070247,0.959326701485301,0.346950676646614
"BNL12113","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"31.9282276200821","20170222",0.756026592216785,0.931302059895716,0.176868945705559
"BNL12114","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"155.399176629891","20170222",NA,NA,NA
"BNL12115","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"161.745904165812","20170222",0.92979988166383,0.958552333417078,0.227533133173222
"BNL12116","PA-SLZ","HR-2014i","APEIME","Apeiba","membranacea",NA,"121.122573708058","20170222",0.915752822392842,0.957672673515274,0.204460513524094
"BNL12117","PA-SLZ","HR-2014i","VIROSP","Virola","multiflora",NA,"126.287276835424","20170222",0.932937758100983,0.958152349934978,0.321652033253283
"BNL12118","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"143.170451135197","20170222",NA,NA,NA
"BNL12119","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"44.6301654904613","20170222",0.78818142929052,0.942119842770464,0.12935964066771
"BNL12120","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"223.781761932772","20170222",0.948627629758987,0.958905025129877,0.305793990256926
"BNL12121","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"50.8963412936887","20170222",0.831970808237027,0.942208026253984,0.151516808961474
"BNL12122","PA-SLZ","HR-2014i","APEIME","Apeiba","membranacea",NA,"191.458041491182","20170222",0.937293379463705,0.958738036040243,0.256410430026612
"BNL12123","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"96.9501207771529","20170222",0.901449148837971,0.954572751685246,0.230552780475733
"BNL12124","PA-SLZ","HR-2014i","VIROSP","Virola","multiflora",NA,"29.8037297646098","20170222",0.874533732925249,0.954173547666839,0.187993952326642
"BNL12125","PA-SLZ","HR-2014i","APEIME","Apeiba","membranacea",NA,"106.119988935397","20170222",0.902164931714304,0.956864034335712,0.189812520793407
"BNL12126","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"160.204360777561","20170222",0.951855405286303,0.959149767712363,0.299499379066643
"BNL12127","PA-SLZ","HR-2014i","VIROSP","Virola","multiflora",NA,"161.335951984258","20170222",0.946033638377605,0.958914516258574,0.357931646195352
"BNL12128","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","139.922439918648","20170222",0.956881451602366,0.959335662306672,0.328244702321725
"BNL12129","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"256.259604130198","20170222",NA,NA,NA
"BNL12130","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis","sunlit","204.927524580339","20170222",0.947584574588206,0.958817195472916,0.297205010079188
"BNL12131","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","147.548124919714","20170222",NA,NA,NA
"BNL12132","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","54.9436756664694","20170222",0.933375378346915,0.958862210429309,0.25687322139051
"BNL12133","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis","sunlit","51.8146677095742","20170222",0.811927914870825,0.938922624396192,0.139544341867525
"BNL12134","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","49.4141312135038","20170222",0.897783473166,0.956428560978986,0.185151904397247
"BNL12135","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","166.265430028876","20170222",NA,NA,NA
"BNL12136","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","88.5037297876154","20170222",0.947451981783689,0.959195172680705,0.297096103370137
"BNL12137","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum","sunlit","89.3778086034548","20170222",0.915211736593615,0.957356299604128,0.185114265613084
"BNL12138","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis","sunlit","185.063816297132","20170222",0.936971716452758,0.958355958382027,0.257765366247982
"BNL12139","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","238.134125240906","20170222",NA,NA,NA
"BNL12140","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","24.3965393735822","20170222",0.810594020101721,0.941404246028532,0.112066594351801
"BNL12141","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia","sunlit","54.9552935247644","20170222",0.849090642612318,0.949803389283208,0.172066648047794
"BNL12142","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum","sunlit","147.379246765059","20170222",0.94363816396854,0.959063630812099,0.236683687571426
"BNL12143","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","196.930933453879","20170222",NA,NA,NA
"BNL12144","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum","sunlit","47.1437527531962","20170222",0.630613479127588,0.889583373219518,0.0770784504671174
"BNL12145","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum","sunlit","56.8065968844374","20170222",0.847857011279241,0.951906622315646,0.147001396384325
"BNL12146","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia","sunlit","277.908353023521","20170222",0.957491468929503,0.959358261086254,0.338049520679954
"BNL12147","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","174.327225660662","20170222",NA,NA,NA
"BNL12148","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"51.6959677932398","20170222",0.86594159738215,0.952390492187727,0.209128409316373
"BNL12149","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"179.532947804547","20170222",0.941911920288875,0.958557958721016,0.271414514959538
"BNL12150","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"179.172320078414","20170222",0.922951580853821,0.958458111215846,0.217901454479648
"BNL12151","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"177.799102856359","20170222",0.92360454522707,0.958694425635929,0.217219132292558
"BNL12152","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"176.324727033408","20170222",0.937627442342042,0.958339704155687,0.257833873047048
"BNL12153","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"33.1984867802714","20170222",0.857441427520701,0.95185774884829,0.149354103094091
"BNL12154","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"261.324612576614","20170222",NA,NA,NA
"BNL12155","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"55.4936981158801","20170222",0.563868543514195,0.880853538393055,0.0696765750509013
"BNL12156","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"132.865786946349","20170222",0.922972605898675,0.958589867107179,0.221354446449152
"BNL12157","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"176.772359519673","20170222",0.93613808755998,0.958130896653421,0.248935809385723
"BNL12158","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"118.920418791762","20170222",0.952035733771432,0.959245960902343,0.299209242012242
"BNL12159","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"118.254713039637","20170222",0.938481100080099,0.958726378762896,0.272482815016514
"BNL12160","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"189.887765481137","20170222",0.947904304178961,0.958906608541848,0.303682791659902
"BNL12161","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"191.474232581414","20170222",0.940831480177478,0.958958072175962,0.248995080833279
"BNL12162","PA-SLZ","HR-2014i","APEIME","Apeiba","membranacea",NA,"198.216152850457","20170222",0.928664482251029,0.958440842417944,0.220711056263137
"BNL12163","PA-SLZ","HR-2014i","VIROSP","Virola","multiflora",NA,"90.2782042832044","20170222",0.941894488511086,0.958848695015612,0.292786689634839
"BNL12164","PA-SLZ","HR-2014i","APEIME","Apeiba","membranacea",NA,"184.877026470502","20170222",0.930169146148002,0.958539992305997,0.227220115784354
"BNL12165","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"46.7287908146183","20170222",0.831597043592316,0.946473775127558,0.17069447422155
"BNL12166","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"28.6079927981254","20170222",0.887454379896843,0.955509136038481,0.173703385939433
"BNL12167","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"68.3821942291524","20170222",0.870746644728574,0.951442820326524,0.192129650289986
"BNL12168","PA-SLZ","HR-2014i","APEIME","Apeiba","membranacea",NA,"312.253930756378","20170222",0.911397365442355,0.957333438079107,0.315732826039377
"BNL12169","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"83.5702876403249","20170222",0.889506590339063,0.956782588459083,0.180208333121934
