"Spectra_Name","Location","Instrument","Species_Code","Genus","Species","Canopy_position","PLSR_LeafAge_days","Measurement_Date","N.mu","N.q25","N.q975","Cab.mu","Cab.q25","Cab.q975","Car.mu","Car.q25","Car.q975","Canth.mu","Canth.q25","Canth.q975","Cbrown.mu","Cbrown.q25","Cbrown.q975","Cw.mu","Cw.q25","Cw.q975","Cm.mu","Cm.q25","Cm.q975"
"BNL11814","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","137.464633548108","20170216",2.23413598049513,2.22130370695462,2.27086296477522,91.5349883376707,90.7689879666924,93.8095682332236,37.8087039429528,35.3280305150233,44.7591232832839,9.17653096098693,8.55551177405507,10.8803992126494,0.00559490655201052,0.00379658460177057,0.0107262742318809,0.0315542834604959,0.0314462494624891,0.0318657928696649,0.0152855499428343,0.014936401205425,0.0162582278912018
"BNL11835","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis","sunlit","47.7902070042818","20170216",1.19699121184141,1.19404462062125,1.20576631666718,18.267252477764,18.1428478915163,18.5843642213408,7.41324712656116,7.25738107869231,7.86332288543862,0.258350956284723,0.216394713407332,0.376340960429002,0.00193821353895144,0.00134649318913565,0.00360495082323617,0.0146605113322295,0.014600306253956,0.0148450608856183,0.00602161235597387,0.00588869146580024,0.00642271872318917
"BNL11836","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","70.328644700324","20170216",2.24988401010659,2.23853260523945,2.2852135492083,69.6216466199184,69.0954995954114,71.0854767745853,30.4608172382424,29.4665905642281,33.3661552293546,3.54260554149927,3.32623264196409,4.14823670532424,0.00333618109954874,0.00237247688454027,0.00636554741595255,0.0361560062795189,0.036028880823123,0.0365131468972038,0.0141151534943634,0.0138403064874688,0.0150096201913866
"BNL11837","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia","sunlit","120.810371064402","20170216",2.0944662891366,2.08835139970576,2.11283131868659,61.6995095998457,61.294650279473,62.8976991945237,20.9679513811133,20.4191329629084,22.602284600878,1.79659301691896,1.63673252000282,2.25556957248808,0.00456022730569256,0.00318945238150631,0.00914067778530549,0.0208712485812734,0.0208116835772753,0.0210452645806797,0.0104541082283683,0.0102901261946371,0.0109194357920756
"BNL11838","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia","sunlit","117.881268556215","20170216",1.83635795045166,1.83179029066736,1.8489563726925,60.423664611814,60.0365131436322,61.5868264175232,19.0589010232159,18.4368745416757,20.8297232073088,2.77028343658308,2.59711668971415,3.28227742394465,0.00288085495374366,0.00202211263041884,0.00596002317695942,0.018980668720614,0.0189313980848146,0.0191285368893848,0.00764953365890243,0.00752001356757015,0.00802506193938084
"BNL11839","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","16.7943280449033","20170216",1.80021514124668,1.793599635846,1.81890468306515,23.4358381098057,23.3266484075778,23.7573546006456,9.49873760270655,9.4042657934357,9.77058943447436,0.0675846532682819,0.0499887070331957,0.127545917971623,0.00177061871708659,0.00124579192989019,0.00351905622887904,0.031882361444028,0.0318090387146571,0.0320923836043019,0.00579979076471348,0.00558825034725607,0.00639426944881526
"BNL11840","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","24.7303382669655","20170216",1.5467410273962,1.54218745134842,1.55935719357375,26.8822296999607,26.7329421415658,27.2768073265271,11.2792078252265,11.1294286619205,11.7053766293316,0.19186704759054,0.155465758764968,0.29937466904182,0.00166949881633293,0.00118033360110596,0.0032612566750482,0.0266524006806628,0.0265898743813116,0.02683459526691,0.00453975011192872,0.00437625483334836,0.00504226853315046
"BNL11841","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis","sunlit","87.7149442149137","20170216",1.83452665540938,1.8274464313781,1.85379334761116,39.2823229507253,38.9814275225219,40.1722765572986,13.079341280708,12.776105630845,13.9668086659658,1.16124956680614,1.06576041627506,1.45957910182279,0.00294021992561454,0.00203579896367492,0.00596120033035167,0.0179783143217264,0.017907152850195,0.0181860075861524,0.0138831698524374,0.0136740943276041,0.0144664312758763
"BNL11842","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia","sunlit","56.798853976224","20170216",1.89923074916716,1.89294281510913,1.91697310300853,29.4274716544973,29.2595747135548,29.8844186118539,10.7656030732197,10.6184641699819,11.2210479547498,0.247032994560411,0.205620847232169,0.376871325146162,0.00273717208274204,0.00187583721021995,0.00536106060035295,0.0223066858860061,0.0222420598105899,0.0224967189790447,0.00954866627078068,0.00937614688463649,0.0100763772317074
"BNL11843","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia","sunlit","64.8244604473286","20170216",1.73892534510245,1.73561272827088,1.74866304373468,32.868756116026,32.7016307500494,33.3277298878778,10.6603373359776,10.49105719425,11.1302940490902,0.348775067267516,0.299157026934055,0.494863631685245,0.00214513986497787,0.00153487496818371,0.00394864754460402,0.0146197066084198,0.0145769605069941,0.0147406242230296,0.00514506962690045,0.00506086707219322,0.00541396065222462
