"Spectra_Name","Location","Instrument","Species_Code","Genus","Species","Canopy_position","PLSR_LeafAge_days","Measurement_Date","Leaf_VIS_Spectral_Absorption"
"BNL12015","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"156.160719194845","20170221",0.960932406894239
"BNL12016","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum","sunlit","80.1994483294843","20170218",0.892996659765425
"BNL12017","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia","sunlit","279.007930903855","20170218",0.955334662609412
"BNL12018","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"34.8627559362158","20170221",0.771700332711583
"BNL12019","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"185.716023441667","20170221",0.935244284660143
"BNL12020","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"87.0936158250098","20170221",0.949037236312797
"BNL12021","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"103.607206369339","20170221",0.918669147551755
"BNL12022","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"24.4989709404293","20170221",0.851962450708727
"BNL12023","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"129.879762617438","20170221",0.960411451807015
"BNL12024","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"191.273453814611","20170221",0.951805689085411
"BNL12025","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"151.921855476657","20170221",0.944362874454163
"BNL12026","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"73.8035667686879","20170221",0.863502139529835
"BNL12027","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"136.775037520429","20170221",0.954308310583949
"BNL12028","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"62.5264612892906","20170221",0.872453636294821
"BNL12029","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"138.641547212343","20170221",0.917630997256595
"BNL12030","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"147.417856695516","20170221",0.938574728873914
"BNL12031","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"61.4852729555319","20170221",0.903209282475363
"BNL12032","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"24.0409779091104","20170221",0.798884296797522
"BNL12033","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"146.359790885615","20170221",0.96037417254912
"BNL12034","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"242.908785061662","20170221",0.961088732246792
"BNL12035","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"23.9718349575354","20170221",0.854005381469305
"BNL12036","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia","sunlit","100.048280448097","20170221",0.92536815748836
"BNL12037","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia","sunlit","66.0364205176858","20170221",0.863454312675822
"BNL12038","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum","sunlit","45.9555261086306","20170221",0.777650665722593
"BNL12039","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis","sunlit","256.183016118976","20170221",0.940962219122289
"BNL12040","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","69.3923442811616","20170221",0.929846290640193
"BNL12041","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"98.7973369271241","20170221",0.928807106719289
"BNL12042","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"184.481432147149","20170221",0.934803042908097
"BNL12043","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"43.6647471051675","20170221",0.806849963691242
"BNL12045","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia","sunlit","193.63068592087","20170221",0.960276311872337
"BNL12046","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia","sunlit","128.918710700625","20170221",0.937797411606293
"BNL12047","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis","sunlit","150.037906273599","20170221",0.931729656105776
"BNL12048","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","38.7090320144018","20170221",0.893575018035959
"BNL12049","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia","sunlit","55.2113233237583","20170221",0.816070194764791
"BNL12050","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum","sunlit","73.1482190028397","20170221",0.887697470691651
"BNL12051","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis","sunlit","58.8609331289302","20170221",0.869934562592819
"BNL12052","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia","sunlit","148.307469757614","20170221",0.948584172246118
"BNL12053","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","165.38609482158","20170221",0.960866074437605
"BNL12054","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis","sunlit","70.1298454659451","20170221",0.865023030532227
"BNL12055","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia","sunlit","134.62135851158","20170221",0.946252142100613
"BNL12056","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum","sunlit","164.249693846881","20170221",0.934498238275066
"BNL12057","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","32.6833501333772","20170221",0.895930049133711
"BNL12058","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis","sunlit","135.435721155157","20170221",0.917608603832928
"BNL12059","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum","sunlit","50.3053115881371","20170221",0.809486748141597
"BNL12060","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia","sunlit","259.826604124629","20170221",0.960972237879297
"BNL12061","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","82.5860993724269","20170222",0.942803180157759
"BNL12062","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum","sunlit","106.887150969144","20170221",0.92000766646397
"BNL12063","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis","sunlit","67.2191080476717","20170221",0.851956995736026
"BNL12064","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"61.8756589472276","20170221",0.847469811097689
"BNL12065","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"209.607095039268","20170221",0.961158805855808
"BNL12066","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"48.0770001107319","20170221",0.806772520027455
"BNL12067","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"46.2943717481549","20170221",0.902687814839994
"BNL12068","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"279.805792460496","20170221",0.954823402113969
"BNL12069","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"69.4644336121237","20170221",0.852048800078468
"BNL12070","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"80.4072898896212","20170221",0.958983447309183
"BNL12071","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"87.3984753784014","20170221",0.887778541121848
"BNL12072","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"190.497219500349","20170221",0.919191002094476
"BNL12073","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"224.202120737866","20170221",0.95102194182943
"BNL12074","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"49.9802249728381","20170221",0.848544191071946
"BNL12075","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"113.421472914196","20170221",0.920214816912606
"BNL12076","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"205.944507394954","20170221",0.926634073139251
"BNL12077","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"160.148373470643","20170221",0.929529837206064
"BNL12078","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"202.151240805974","20170221",0.961046212943564
"BNL12079","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"43.011236468123","20170221",0.733853220408107
"BNL12080","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"80.1617821513575","20170221",0.882438412314962
"BNL12081","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"26.0598076810195","20170221",0.854543545701936
"BNL12082","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"209.954071058573","20170221",0.961012470550505
"BNL12083","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"156.741132357229","20170221",0.941202613538596
"BNL12084","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"120.842503970378","20170221",0.937329767568697
"BNL12085","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"59.4823736504533","20170221",0.838123047975841
"BNL12086","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"119.543653044277","20170221",0.908640978639917
"BNL12087","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"142.638384286426","20170221",0.953758658624263
"BNL12088","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"127.756798059417","20170221",0.905371040626251
"BNL12089","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"67.901228326473","20170221",0.883105084824577
"BNL12090","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"272.471310353186","20170221",0.950252982909158
"BNL12091","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"108.579692765805","20170221",0.932279065151659
"BNL12092","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"52.8279599000132","20170221",0.827766988723811
"BNL12093","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"53.3154238332856","20170221",0.916702941267083
"BNL12094","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"58.7376340761736","20170221",0.928524156093299
"BNL12095","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"237.639579570103","20170221",0.954514510117426
"BNL12096","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"135.990394220038","20170221",0.924104426871652
"BNL12097","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"171.329441315121","20170221",0.928777269427259
"BNL12098","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"68.943231140523","20170221",0.841735477830519
"BNL12099","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"294.967880102593","20170221",0.946134279427514
"BNL12100","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"79.365990061309","20170222",0.892823820904456
"BNL12101","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum","sunlit","67.1179277169077","20170221",0.839546461723461
"BNL12102","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis","sunlit","157.105969594233","20170221",0.926014291765423
"BNL12103","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum","sunlit","100.207140817341","20170221",0.909468498684843
"BNL12104","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis","sunlit","166.67430053702","20170221",0.927130344138858
"BNL12105","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","30.5741562879723","20170221",0.860135224198839
"BNL12106","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum","sunlit","127.686786119424","20170221",0.926029064139437
"BNL12107","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis","sunlit","127.404930559079","20170221",0.923216451461528
"BNL12108","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum","sunlit","124.794736899565","20170221",0.931415943475975
"BNL12109","PA-SLZ","HR-2014i",NA,NA,NA,"sunlit","62.8281435233487","20170222",0.882177720296132
"BNL12110","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis","sunlit","206.218384780479","20170221",0.922714146545757
"BNL12111","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"43.9901769655626","20170222",0.905739420501174
"BNL12112","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"333.231860686453","20170222",0.953788327910639
"BNL12113","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"31.9282276200821","20170222",0.795878368806097
"BNL12114","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"155.399176629891","20170222",0.960938569379823
"BNL12115","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"161.745904165812","20170222",0.92441205948498
"BNL12116","PA-SLZ","HR-2014i","APEIME","Apeiba","membranacea",NA,"121.122573708058","20170222",0.914253540962055
"BNL12117","PA-SLZ","HR-2014i","VIROSP","Virola","multiflora",NA,"126.287276835424","20170222",0.927042626971284
"BNL12118","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"143.170451135197","20170222",0.960763158406488
"BNL12119","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"44.6301654904613","20170222",0.813014524371307
"BNL12120","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"223.781761932772","20170222",0.93925218253388
"BNL12121","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"50.8963412936887","20170222",0.839524077642438
"BNL12122","PA-SLZ","HR-2014i","APEIME","Apeiba","membranacea",NA,"191.458041491182","20170222",0.932031128212013
"BNL12123","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"96.9501207771529","20170222",0.897047896611539
"BNL12124","PA-SLZ","HR-2014i","VIROSP","Virola","multiflora",NA,"29.8037297646098","20170222",0.876685965780411
"BNL12125","PA-SLZ","HR-2014i","APEIME","Apeiba","membranacea",NA,"106.119988935397","20170222",0.905190114496933
"BNL12126","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"160.204360777561","20170222",0.944858572620181
"BNL12127","PA-SLZ","HR-2014i","VIROSP","Virola","multiflora",NA,"161.335951984258","20170222",0.940509829413019
"BNL12128","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","139.922439918648","20170222",0.95287540442848
"BNL12129","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"256.259604130198","20170222",0.961244896255279
"BNL12130","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis","sunlit","204.927524580339","20170222",0.937839488469496
"BNL12131","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","147.548124919714","20170222",0.960467417616499
"BNL12132","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","54.9436756664694","20170222",0.928631570961113
"BNL12133","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis","sunlit","51.8146677095742","20170222",0.824276301940023
"BNL12134","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","49.4141312135038","20170222",0.893590796736311
"BNL12135","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","166.265430028876","20170222",0.960995531004242
"BNL12136","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","88.5037297876154","20170222",0.942972410571718
"BNL12137","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum","sunlit","89.3778086034548","20170222",0.906805654954119
"BNL12138","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis","sunlit","185.063816297132","20170222",0.929082006185401
"BNL12139","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","238.134125240906","20170222",0.96131024082639
"BNL12140","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","24.3965393735822","20170222",0.822282829244035
"BNL12141","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia","sunlit","54.9552935247644","20170222",0.855644993480072
"BNL12142","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum","sunlit","147.379246765059","20170222",0.938546403570701
"BNL12143","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","196.930933453879","20170222",0.961100002469319
"BNL12144","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum","sunlit","47.1437527531962","20170222",0.698569698106782
"BNL12145","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum","sunlit","56.8065968844374","20170222",0.855511204500513
"BNL12146","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia","sunlit","277.908353023521","20170222",0.955280485286489
"BNL12147","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea","sunlit","174.327225660662","20170222",0.960835360889037
"BNL12148","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"51.6959677932398","20170222",0.871819870623562
"BNL12149","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"179.532947804547","20170222",0.933524440543059
"BNL12150","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"179.172320078414","20170222",0.921827200945681
"BNL12151","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"177.799102856359","20170222",0.924110625028623
"BNL12152","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"176.324727033408","20170222",0.928282465395619
"BNL12153","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"33.1984867802714","20170222",0.860444944349597
"BNL12154","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"261.324612576614","20170222",0.96033911949762
"BNL12155","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"55.4936981158801","20170222",0.666535297449331
"BNL12156","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"132.865786946349","20170222",0.921473024597536
"BNL12157","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"176.772359519673","20170222",0.926321454356002
