"Spectra_Name","Location","Instrument","Species_Code","Genus","Species","Canopy_position","PLSR_LeafAge_days","Measurement_Date","Leaf_VIS_Spectral_Absorption"
"BNL12158","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"118.920418791762","20170222",0.946460316274039
"BNL12159","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"118.254713039637","20170222",0.933128440882921
"BNL12160","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"189.887765481137","20170222",0.938707788627784
"BNL12161","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"191.474232581414","20170222",0.934954051378571
"BNL12162","PA-SLZ","HR-2014i","APEIME","Apeiba","membranacea",NA,"198.216152850457","20170222",0.924855221421441
"BNL12163","PA-SLZ","HR-2014i","VIROSP","Virola","multiflora",NA,"90.2782042832044","20170222",0.934204176807378
"BNL12164","PA-SLZ","HR-2014i","APEIME","Apeiba","membranacea",NA,"184.877026470502","20170222",0.924922740552993
"BNL12165","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"46.7287908146183","20170222",0.845452057094476
"BNL12166","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"28.6079927981254","20170222",0.885201912695693
"BNL12167","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"68.3821942291524","20170222",0.874118996181856
"BNL12168","PA-SLZ","HR-2014i","APEIME","Apeiba","membranacea",NA,"312.253930756378","20170222",0.917864675644029
"BNL12169","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"83.5702876403249","20170222",0.891580036317278
"BNL12170","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"102.108197325299","20170222",0.90218923486748
"BNL12171","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"39.4013735501039","20170222",0.74719610210058
"BNL12172","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"92.8241041106233","20170222",0.862875985315924
"BNL12173","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum","sunlit","216.834888584663","20170222",0.942126130765979
"BNL12174","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"59.3255200360297","20170222",0.819989961836148
"BNL12175","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"218.277403224096","20170222",0.961027694229586
"BNL12177","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"159.139700506801","20170222",0.939624831757238
"BNL12178","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"136.952713148499","20170222",0.93690418825897
"BNL12179","PA-SLZ","HR-2014i","VIROSP","Virola","multiflora",NA,"188.337287294238","20170222",0.951421515652107
"BNL12180","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"36.3625380595054","20170222",0.870821606402437
"BNL12181","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum","sunlit","137.921254996758","20170222",0.926556806062512
"BNL12182","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"105.170505772066","20170222",0.922414870129063
"BNL12183","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"55.0103702121085","20170222",0.846361888625032
"BNL12184","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"82.4972938715044","20170222",0.9002432265425
"BNL12185","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"94.1603163850991","20170222",0.891957508434784
"BNL12186","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"145.834331421581","20170222",0.943600699156307
"BNL12187","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"143.155409128618","20170222",0.94005467594273
"BNL12188","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"211.026642681389","20170222",0.957853357104247
