"Spectra_Name","Location","Instrument","Species_Code","Genus","Species","Canopy_position","PLSR_LeafAge_days","Measurement_Date","Leaf_VIS_Spectral_Absorption"
"BNL12835","CAM II","PSR+3500","COC-DIV","Coccoloba","diversifolia","Mid","170.546950630242","20170304",0.945609020848295
"BNL12836","CAM II","PSR+3500","COC-DIV","Coccoloba","diversifolia","Mid","287.41691192154","20170304",0.947150152285507
"BNL12837","CAM II","PSR+3500","SID-SAL","Sideroxylon","salicifolium (L.) Lam.","Mid","549.157198365567","20170304",0.929231955958812
"BNL12838","CAM II","PSR+3500","SID-SAL","Sideroxylon","salicifolium (L.) Lam.","Mid","527.479231561598","20170304",0.952911091248556
"BNL12839","CAM II","PSR+3500","COC-DIV","Coccoloba","diversifolia","Upper","315.143888082436","20170304",0.94188610710721
"BNL12840","CAM II","PSR+3500","SID-SAC","Sideroxylon","salicifolium (L.) Lam.","Mid","402.826308150641","20170304",0.946184518997363
"BNL12807","FLMM","HR-1024i","BAS-EGG","Bastardiopsis","eggersii","Lower","81.5249615286127","20170304",0.844840436974873
"BNL12808","FLMM","HR-1024i","HYM-COU","Hymenaea","courbaril","Mid","42.7623167775659","20170304",0.840742410903465
"BNL12809","FLMM","HR-1024i","BAS-EGG","Bastardiopsis","eggersii","Lower","145.615446178168","20170304",0.901512584900252
"BNL12810","FLMM","HR-1024i","THE-GRA","Thespesia","grandiflora","Upper","87.4443471909524","20170304",0.929665936178433
"BNL12811","FLMM","HR-1024i","BYR-SPI","Byrsonima","spicata","Lower","199.136928864405","20170304",0.941815238412281
"BNL12812","FLMM","HR-1024i","BYR-SPI","Byrsonima","spicata","Lower","271.570591203449","20170304",0.947414572338176
"BNL12813","FLMM","PSR+3500","BYR-SPI","Byrsonima","spicata","Lower","569.646977650291","20170304",0.925630311487775
"BNL12814","FLMM","PSR+3500","BYR-SPI","Byrsonima","spicata","Upper","71.4104128837161","20170304",0.896685520563467
"BNL12815","FLMM","PSR+3500","BYR-SPI","Byrsonima","spicata","Upper","320.058514742102","20170304",0.949179071031429
"BNL12816","FLMM","PSR+3500","HYM-COU","Hymenaea","courbaril","Upper","50.3514124542142","20170304",0.840290348349192
"BNL12817","FLMM","PSR+3500","THE-GRA","Thespesia","grandiflora","Lower","144.353110693765","20170304",0.945715356391988
