Sample_ID,Date,Location,Species_Code,Latin_genus,Latin_species,Genus_species,Gasex_typeOrSequence,TleafDegC_canopy,TleafDegCpreSpec,TleafDegCpostSpec,Photo_num,Canopy_position,General_Comments
BNL10905,3/10/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 6,27.3,25.8,28.9,IMG_0451,sunlit,
BNL10982,3/10/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Pre-dawn LWP,27.6,29.3,31.4,IMG_0332,sunlit,
BNL11042,3/10/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Pre-dawn LWP,25.7,28.2,30.4,IMG_0322,sunlit,
BNL11122,3/10/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Pre-dawn LWP,25.4,26,29.3,IMG_0315,sunlit,
BNL10784,3/11/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,ACi,NA,31,31.8,IMG_0497,sunlit,
BNL10964,3/11/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,ACi,NA,28.1,31.4,IMG_0459,sunlit,
BNL11139,3/11/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,ACi,NA,32.1,33,IMG_0504,sunlit,
BNL11707,4/21/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 1,26,29.9,33.8,IMG_1887,sunlit,
BNL11708,4/21/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 1,26.3,30.3,36.3,?Jin's phone,sunlit,
BNL11749,4/21/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 2,27.2,30.5,32.9,IMG_1900,sunlit,
BNL11750,4/21/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 2,27.1,31.5,39.4,IMG_1899,sunlit,
BNL12205,4/21/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 3,28.4,29.9,35.5,?Jin's phone,sunlit,
BNL12206,4/21/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 3,28.2,30.8,32.5,KE_P1130106,sunlit,
BNL11737,4/21/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 4,29.1,27.8,34.3,-9999,sunlit,
BNL11738,4/21/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 4,28.9,29,29.8,KE_P1130117,sunlit,
BNL12202,4/21/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 5,28.9,27.4,31.8,KE_P1130136,sunlit,
BNL11795,4/21/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 5,29.1,28.1,32.5,KE_P1130150,sunlit,
BNL11516,4/21/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 6,28.3,28.4,30.5,KE_P1130164,sunlit,
BNL11517,4/21/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 6,28,27.6,29.9,KE_P1130156,sunlit,
BNL11605,4/21/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 7,27.8,27,28,"KE_P1130169, 70",sunlit,
BNL11606,4/21/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 7,27.6,26.9,-9999,KE_P1130179,sunlit,
BNL11619,4/21/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 8,27.9,27.9,28.5,KE_P1130185,sunlit,
BNL11620,4/21/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 8,28,26.9,28.5,KE_P1130195,sunlit,
BNL11522,4/21/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Pre-dawn LWP,25.8,27.4,29.2,08.00.18; 08.01.03,sunlit,
BNL12210,4/21/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Pre-dawn LWP,26.3,26.5,27.3,07.03.49;  07.03.56,sunlit,"Spec: mangled leaf, some fungus or growths"
BNL11636,4/22/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,ACi,,30.2,32,11.16.24,sunlit,
BNL11640,4/22/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,ACi,,,30.9,,sunlit,
BNL11643,4/22/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,ACi,,30,31.3,13.58.17,sunlit,
BNL11647,4/22/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,ACi,,29,30.1,,sunlit,
BNL11655,4/22/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,ACi,,28.1,30,14.52.01,sunlit,
BNL10593,2/16/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,ACi,,27.9,29.8,Nikon; 955,sunlit,
BNL10634,2/16/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,ACi,,26.9,28.4,Nikon; 941,sunlit,
BNL10643,2/16/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,ACi,,28.2,29.7,Nikon; 963,sunlit,
BNL10459,2/16/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Pre-dawn LWP,24.9,24.5,24.9,1610,sunlit,
BNL10574,2/16/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Pre-dawn LWP,25.1,24.4,25,1612,sunlit,
BNL10667,2/16/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Pre-dawn LWP,25.1,24.5,24.9,1611,sunlit,
BNL10628,2/17/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 1,25.5,26.3,26.6,"DSCN1709, 1710",sunlit,
BNL10627,2/17/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 1,25.7,26.8,27.3,DSCN1713,sunlit,
BNL10735,2/17/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 2,28.4,28.1,28.9,DSCN1731,sunlit,
BNL10736,2/17/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 2,27.9,27.9,29.4,DSCN1732,sunlit,
BNL10743,2/17/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 3,28.2,28.3,29.7,DSCN1758,sunlit,
BNL10745,2/17/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 3,28.3,28.4,30.2,DSCN1748,sunlit,
BNL10697,2/17/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 4,28.8,29.3,31.8,Nikon; 1027,sunlit,
BNL10709,2/17/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 4,27.8,,32.9,DSCN1773,sunlit,
BNL10813,2/17/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 5,32.3,27.2,30.3,P1130004,sunlit,
BNL10835,2/17/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 5,30.3,,28.5,"P1130011, P1130012",sunlit,
BNL10806,2/17/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 6,27.6,26.5,27.6,Nikon 1074,sunlit,
BNL10808,2/17/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 6,27.6,26.6,27.6,"Nikon 1088, 1089, 1090",sunlit,
BNL11121,3/10/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,ACi,NA,32,32.8,IMG_0363,sunlit,
BNL10995,3/10/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 1,26,29.6,31.9,IMG_0352,sunlit,
BNL10998,3/10/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 1,25.6,29.5,32.5,IMG_0347,sunlit,4 scans
BNL10997,3/10/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 2,34.2,30.9,32.5,IMG_0373,sunlit,
BNL11048,3/10/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 2,33.3,30.6,31.3,IMG_0376,sunlit,"spec scan _002 bad, 4 scans"
BNL10908,3/10/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 3,31.1,29.2,31.9,IMG_0395,sunlit,
BNL10912,3/10/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 3,32.8,29.2,32.5,IMG_0396,sunlit,
BNL10893,3/10/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 4,28.6,29.4,30,IMG_0412,sunlit,
BNL10931,3/10/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 4,31.5,27.5,30,IMG_0415,sunlit,
BNL10938,3/10/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 5,28.2,27.1,28.2,IMG_0419,sunlit,
BNL10946,3/10/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 5,32.4,26.2,27.3,IMG_0434,sunlit,
BNL10921,3/10/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 6,28.5,26.8,27.3,IMG_0442,sunlit,
BNL10925,3/10/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 6,27.1,25.7,26.6,IMG_0447,sunlit,
BNL11031,3/10/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Pre-dawn LWP,28.6,27.2,27.8,IMG_0320,sunlit,
BNL11043,3/10/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Pre-dawn LWP,25.2,27.8,28.3,IMG_0321,sunlit,
BNL11178,3/10/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Pre-dawn LWP,27.3,27.3,27.5,IMG_0316,sunlit,discard 1st spec ref & 1st 2 target scans - these were on midrib; no LWP reading -- leaf broke
BNL10937,3/11/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,ACi,NA,31.3,33.4,IMG_0500,sunlit,
BNL11144,3/11/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,ACi,NA,27.9,28.6,IMG_0458,sunlit,
BNL11146,3/11/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,ACi,NA,27.9,28.2,IMG_0457,sunlit,
BNL11719,4/21/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 1,26.7,29.1,31.2,IMG_1886,sunlit,
BNL11720,4/21/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 1,26.5,28.9,30.2,IMG_1873; IMG_1874,sunlit,
BNL11752,4/21/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 2,27.5,29.7,30,IMG_1896,sunlit,scan 2 and 3 not good.
BNL11751,4/21/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 2,27.9,29.5,30.4,IMG_1890,sunlit,
BNL12203,4/21/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 3,30.4,30,30.5,KE_P1130102,sunlit,
BNL12204,4/21/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 3,28.9,30.5,30.5,KE_P1130107,sunlit,
BNL11735,4/21/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 4,28.7,28.5,29.1,KE_P1130115,sunlit,
BNL11736,4/21/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 4,29.7,27.6,28.8,KE_P1130124,sunlit,
BNL11794,4/21/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 5,29.7,27.2,28.6,"KE_P1130147, 48",sunlit,
BNL11793,4/21/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 5,28.7,27.2,28.4,"KE_P1130144, 45",sunlit,
BNL11513,4/21/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 6,28,27.2,28.7,KE_P1130161,sunlit,
BNL11703,4/21/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 6,28.5,27.2,28.6,KE_P1130157,sunlit,hole in leaf may be in spectral view. Necrotic spots that formed after LWP avoided in spec. 
BNL11632,4/21/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 7,27,26.7,-9999,KE_P1130183,sunlit,
BNL11631,4/21/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 7,27.5,26.5,27.7,KE_P1130172,sunlit,
BNL11621,4/21/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 8,27.6,26.6,28.8,KE_P1130196,sunlit,
BNL11622,4/21/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Diurnal 8,27.8,26.6,28.1,KE_P1130189,sunlit,
BNL12207,4/21/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Pre-dawn LWP,26.3,27.7,29,07.24.03,sunlit,
BNL12209,4/21/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,Pre-dawn LWP,26.2,27,27.9,07.53.06,sunlit,
BNL11521,4/22/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,ACi,,29.4,29.9,09.40.37,sunlit,
BNL11538,4/22/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,ACi,,29.2,30,09.43.19,sunlit,
BNL11540,4/22/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,ACi,,29.3,30.1,10.53.47; 10.54.01,sunlit,
BNL11543,4/22/16,PA-SLZ,TOCOPI,Tocoyena,pittieri,Tocoyena pittieri ,ACi,,29.4,29.8,12.53.49,sunlit,
BNL10591,2/16/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Pre-dawn LWP,25.1,,,Nikon; 939,sunlit,
BNL10592,2/16/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Pre-dawn LWP,24.5,,,Nikon; 940,sunlit,
BNL10594,2/16/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Pre-dawn LWP,24.7,,,Nikon; 942,sunlit,
BNL10639,2/16/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Spec only,,28.3,30,Nikon; 943,sunlit,
BNL10653,2/17/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 1,26.5,28.4,29.6,DSCN1725,sunlit,
BNL10652,2/17/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 1,26.1,28.7,31.4,DSCN1727,sunlit,
BNL10704,2/17/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 2,26.4,27.7,29.2,DSCN1729,sunlit,
BNL10706,2/17/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 2,27,26.7,28.8,DSCN1739,sunlit,
BNL10752,2/17/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 3,28.4,29.6,32.4,DSCN1756,sunlit,
BNL10753,2/17/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 3,27.3,29.5,31,DSCN1754,sunlit,
BNL10761,2/17/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 4,31.1,,31.7,Nikon; 1024,sunlit,
BNL10759,2/17/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 4,28.8,,29.7,at Shawn's phone,sunlit,
BNL10826,2/17/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 5,28.3,28,30.2,P1130003,sunlit,
BNL10827,2/17/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 5,27.6,27,32.5,,sunlit,
BNL10833,2/17/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 6,27.3,26.6,27.9,"Nikon 1097, 1098, 1099",sunlit,
BNL10819,2/17/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 6,27,26.3,27.6,Nikon 1100,sunlit,
BNL11051,3/10/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 1,26.9,30,33.3,IMG_0348,sunlit,
BNL10963,3/10/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 1,27,32.3,33.4,IMG_0356,sunlit,
BNL10965,3/10/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 2,31.4,29.4,31.2,IMG_0378,sunlit,
BNL10969,3/10/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 2,30.6,32.7,37.2,IMG_0368,sunlit,
BNL11015,3/10/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 3,31.9,30.8,31.8,IMG_0379,sunlit,"file prob, re-boot, new name BNL11015; prob = light off. KE: all 11015 and 11015-2 files look broadly OK. "
BNL10888,3/10/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 3,30.3,31.1,32.6,IMG_0385,sunlit,
BNL10949,3/10/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 4,28.7,30.4,31.7,IMG_0401,sunlit,
BNL10988,3/10/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 4,31.1,30.6,31.4,IMG_0399,sunlit,
BNL10954,3/10/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 5,27.5,26.9,28.3,IMG_0427,sunlit,
BNL10961,3/10/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 5,27.3,27,29.2,IMG_0420,sunlit,
BNL10911,3/10/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 6,26.9,26,27.8,IMG_0453,sunlit,
BNL10909,3/10/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 6,26.9,25.6,27.8,IMG_0454,sunlit,
BNL10885,3/11/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,ACi,NA,31.6,32,IMG_0499,sunlit,
BNL11091,3/11/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,ACi,NA,30.5,30.7,IMG_0493,sunlit,
BNL11095,3/11/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,ACi,NA,30.7,32.2,IMG_0494,sunlit,
BNL11713,4/21/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 1,26.9,29.5,31.9,IMG_1876,sunlit,senescent?
BNL11714,4/21/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 1,27.4,28.9,34.3,IMG_1872,sunlit,
BNL11747,4/21/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 2,29.2,30.3,32.4,IMG_1901,sunlit,
BNL11748,4/21/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 2,28.7,30,33.1,IMG_1891,sunlit,
BNL11805,4/21/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 3,29.1,31.2,33.4,IMG_1915,sunlit,
BNL11806,4/21/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 3,29.1,31.5,33.4,IMG_1907,sunlit,
BNL11728,4/21/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 4,29.1,28.5,31.1,KE_P1130133,sunlit,
BNL11727,4/21/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 4,29.6,28.7,29.7,KE_P1130116,sunlit,
BNL11535,4/21/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 5,29.1,27.7,30.6,KE_P1130137,sunlit,
BNL11518,4/21/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 5,29.6,27.5,31.9,KE_P1130143,sunlit,
BNL11550,4/21/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 6,28.6,27.7,30.5,KE_P1130155,sunlit,
BNL11800,4/21/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 6,28.4,27.1,30.3,KE_P1130165,sunlit,
BNL11613,4/21/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 7,27.3,26.7,29.6,KE_P1130176,sunlit,
BNL11611,4/21/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 7,26.7,26.8,30.2,KE_P1130174,sunlit,
BNL11628,4/21/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 8,27.5,27.6,28,KE_P1130184,sunlit,
BNL11627,4/21/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Diurnal 8,27.3,26.9,28.2,KE_P1130192,sunlit,
BNL11524,4/21/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Pre-dawn LWP,26.3,26.9,29.2,07.32.33,sunlit,
BNL11528,4/21/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,Pre-dawn LWP,26,28,29.5,08.21.50,sunlit,
BNL11635,4/22/16,PA-SLZ,VIROSP,Virola,multiflora,Virola multiflora ,ACi,,29,31.5,14.01.22,sunlit,
BNL10974,3/10/16,PA-SLZ,VIROSP ,Virola,multiflora,Virola multiflora ,Pre-dawn LWP,24.8,27.7,31.8,IMG_0326,sunlit,
BNL11023,3/10/16,PA-SLZ,VIROSP ,Virola,multiflora,Virola multiflora ,Pre-dawn LWP,24.8,none,29.9,IMG_0319,sunlit,no pre-spec temp recorded
BNL11084,3/10/16,PA-SLZ,VIROSP ,Virola,multiflora,Virola multiflora ,Pre-dawn LWP,25,28,29.1,IMG_0336,sunlit,
BNL10635,2/16/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,ACi,,27.8,31.2,Nikon; 946,sunlit,
BNL10641,2/16/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,ACi,,27.4,28.9,Nikon; 968,sunlit,
BNL10723,2/16/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,ACi,,27.6,29.3,Nikon; 982,sunlit,
BNL10581,2/16/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Pre-dawn LWP,25.3,25.1,25.4,1619,sunlit,
BNL10582,2/16/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Pre-dawn LWP,25.4,25.2,25.6,1621,sunlit,
BNL10583,2/16/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Pre-dawn LWP,25.5,25.2,25.7,1622,sunlit,
BNL10699,2/17/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,ACi,,30.8,34.1,DSCN1763,sunlit,
BNL10631,2/17/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 1,26.1,,28,DSCN1723,sunlit,
BNL10657,2/17/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 1,26.1,28.8,30.6,DSCN1726,sunlit,
BNL10571,2/17/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 2,26.2,28.3,29.3,DSCN1736,sunlit,
BNL10572,2/17/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 2,28.2,27.1,29.1,DSCN1738,sunlit,
BNL10764,2/17/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 3,27.5,29.2,31.1,DSCN1755,sunlit,
BNL10766,2/17/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 3,29.8,30.2,31.4,DSCN1752,sunlit,
BNL10760,2/17/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 4,29,29.4,31.1,Nikon; 1019,sunlit,
BNL10776,2/17/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 4,28.4,,34,"1774, 1776",sunlit,
BNL10822,2/17/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 5,27.5,,30.5,P1130002,sunlit,
BNL10828,2/17/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 5,27.9,27,29.9,"P1130009, P1130010",sunlit,
BNL10793,2/17/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 6,27,26.8,28.5,"Nikon 1072, 1073",sunlit,
BNL10820,2/17/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 6,26.8,26.5,29.5,Nikon 1091,sunlit,
BNL10962,3/10/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 1,26.4,31.6,34,IMG_0358,sunlit,
BNL11026,3/10/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 1,26.7,31.4,32.6,IMG_0357,sunlit,
BNL10967,3/10/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 2,28.5,30.6,33.5,IMG_0369,sunlit,
BNL10973,3/10/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 2,29.7,31.1,36.3,IMG_0365,sunlit,
BNL11006,3/10/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 3,30.1,29.8,33.8,IMG_0394,sunlit,
BNL10950,3/10/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 3,31.3,31.2,34.7,IMG_0384,sunlit,
BNL10881,3/10/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 4,29.4,29.8,31.8,IMG_0407,sunlit,
BNL10884,3/10/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 4,29.7,30.3,30.1,IMG_0406,sunlit,
BNL10874,3/10/16,PA-SLZ,VOCHFE,Vochysia,ferruginea,Vochysia ferruginea ,Diurnal 5,27.4,26.9,29.1,IMG_0435,sunlit,
